id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2WN7xpcY4zmcqF57HFEGZY,0.8153061224489797,0.5692252078563681,0.0,0.8131169066376891,1.0,0.3925925925925926,0.15461747233796927,0.0,0.13954713006845706,0.4242115971515768,0.577476949216712,0.11354139573855718,0.8
0k1WUmIRnG3xU6fvvDVfRG,0.8193877551020409,0.597341045105836,1.0,0.8535497600289776,0.0,0.17407407407407405,0.0006203019397151495,4.587155963302752e-06,0.320695102685624,0.3367243133265514,0.6279601268774212,0.1532597810563432,0.8
3QFInJAm9eyaho5vBzxInN,0.7255102040816326,0.6113989637305699,0.09090909090909091,0.8667255274834738,1.0,0.4074074074074074,0.005902436711722209,0.0,0.22274881516587677,0.14649033570701933,0.6191184143092614,0.14909910400991774,0.8
7FdmHr87G79PDRGy9SPBkZ,0.9683673469387755,0.6836968309434872,0.8181818181818182,0.8941410848501313,1.0,0.11679012345679012,0.019978758609372652,0.0,0.16061084781463927,0.9023397761953206,0.6002761015204052,0.09643690924693538,0.8
40uMIn2zJLAQhNXghRjBed,0.8132653061224491,0.6314817046230469,0.2727272727272727,0.9037399257448158,0.0,0.09703703703703703,0.09076197499912701,3.7818552497451577e-06,0.08562401263823065,0.29298067141403866,0.599828244539146,0.09610829129567364,0.8
25r6MZ4Gtd76l43qnZI1DG,0.8163265306122449,0.5411093706069005,0.9090909090909092,0.8758489540885629,0.0,0.046296296296296294,0.02530005005427617,0.0,0.1342812006319115,0.19735503560528994,0.6278770193963628,0.09556396914417609,0.8
1t9WgS8FN0534tLBRwbaxO,0.7336734693877551,0.6485520343816524,0.2727272727272727,0.8181200760662863,0.0,0.15432098765432098,0.2008022660107168,0.0,0.11427066877303844,0.671414038657172,0.6473195528817519,0.04864558008855554,0.8
0cu0rhnlCnJ7JIeHRiLpj3,0.9204081632653062,0.6696389123187533,0.09090909090909091,0.875871592864258,1.0,0.5641975308641975,0.16164559311425694,0.0,0.057187993680884674,0.6388606307222788,0.6461560481469341,0.040300864529975104,0.8
2sU586qrQQhByPLqEF7pLX,0.9275510204081633,0.6013575932843314,0.8181818181818182,0.8577832110839446,1.0,0.4962962962962963,0.05060128484891177,0.0,0.09215376513954712,0.6337741607324517,0.6476843023819527,0.025467112507261518,0.8
3skWb4hadA0lTaowADujyY,0.85,0.4979314776880748,0.9090909090909092,0.8725436928370914,0.0,0.14444444444444446,0.04949686586978085,0.0,0.10584518167456554,0.26347914547304174,0.6460590894190326,0.07211840213804135,0.8
2UwALqx6yOsXTFt7zRxnts,0.6755102040816326,0.6867092420773587,0.6363636363636364,0.802227655528389,1.0,0.40987654320987654,0.2520071459522412,5.698267074413863e-06,0.3480779357556608,0.6897253306205494,0.6647259530812099,0.12008260614281954,0.8
27NovPIUIRrOZoCHxABJwK,0.7510204081632653,0.704783708880588,0.2727272727272727,0.8224440822240333,0.0,0.07592592592592592,0.020380365510874802,0.0,0.03328067403896788,0.9094608341810784,0.6925392567420945,0.1177464595698687,0.8
